French_Muni;Swiss_Muni;local_admin_unit_id_from;local_admin_unit_id_to;nb_vehicles
Oye-et-Pallet - Doubs - fr-25442;Boudry - Neuchâtel - ch-6404;fr-25442;ch-6404;1.038460229
Oye-et-Pallet - Doubs - fr-25442;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25442;ch-6421;12.92494273
Oye-et-Pallet - Doubs - fr-25442;Laténa - Neuchâtel - ch-6513;fr-25442;ch-6513;1.000866611
Oye-et-Pallet - Doubs - fr-25442;Le Locle - Neuchâtel - ch-6436;fr-25442;ch-6436;8.316798529
Oye-et-Pallet - Doubs - fr-25442;Neuchâtel - Neuchâtel - ch-6458;fr-25442;ch-6458;5.323049289
Oye-et-Pallet - Doubs - fr-25442;Val-de-Ruz - Neuchâtel - ch-6487;fr-25442;ch-6487;1.353922194
Oye-et-Pallet - Doubs - fr-25442;Val-de-Travers - Neuchâtel - ch-6512;fr-25442;ch-6512;3.410077907
Passavant - Doubs - fr-25446;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25446;ch-6421;0.960097617
Passonfontaine - Doubs - fr-25447;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25447;ch-6421;2.950993742
Passonfontaine - Doubs - fr-25447;Le Locle - Neuchâtel - ch-6436;fr-25447;ch-6436;1.898872662
Passonfontaine - Doubs - fr-25447;Neuchâtel - Neuchâtel - ch-6458;fr-25447;ch-6458;1.215346595
Passonfontaine - Doubs - fr-25447;Val-de-Travers - Neuchâtel - ch-6512;fr-25447;ch-6512;0.778581288
Péseux - Doubs - fr-25449;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25449;ch-6421;0.845336749
Petite-Chaux - Doubs - fr-25451;Lausanne - Vaud - ch-5586;fr-25451;ch-5586;1.300639963
Petite-Chaux - Doubs - fr-25451;Le Chenit - Vaud - ch-5872;fr-25451;ch-5872;0.683290101
Petite-Chaux - Doubs - fr-25451;Nyon - Vaud - ch-5724;fr-25451;ch-5724;0.601332877
Petite-Chaux - Doubs - fr-25451;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25451;ch-6421;3.391183642
Petite-Chaux - Doubs - fr-25451;Le Locle - Neuchâtel - ch-6436;fr-25451;ch-6436;2.182121168
Petite-Chaux - Doubs - fr-25451;Neuchâtel - Neuchâtel - ch-6458;fr-25451;ch-6458;1.396635796
Petite-Chaux - Doubs - fr-25451;Val-de-Travers - Neuchâtel - ch-6512;fr-25451;ch-6512;0.894719664
Pierrefontaine-lès-Blamont - Doubs - fr-25452;Boncourt - Jura - ch-6774;fr-25452;ch-6774;0.68879376
Pierrefontaine-lès-Blamont - Doubs - fr-25452;Delémont - Jura - ch-6711;fr-25452;ch-6711;1.458900035
Pierrefontaine-lès-Blamont - Doubs - fr-25452;Porrentruy - Jura - ch-6800;fr-25452;ch-6800;1.316332122
Pierrefontaine-lès-Blamont - Doubs - fr-25452;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25452;ch-6421;7.358118458
Pierrefontaine-lès-Blamont - Doubs - fr-25452;Le Locle - Neuchâtel - ch-6436;fr-25452;ch-6436;4.734720304
Pierrefontaine-lès-Blamont - Doubs - fr-25452;Neuchâtel - Neuchâtel - ch-6458;fr-25452;ch-6458;3.030390776
Pierrefontaine-lès-Blamont - Doubs - fr-25452;Val-de-Ruz - Neuchâtel - ch-6487;fr-25452;ch-6487;0.770782517
Pierrefontaine-lès-Blamont - Doubs - fr-25452;Val-de-Travers - Neuchâtel - ch-6512;fr-25452;ch-6512;1.941343781
Pierrefontaine-les-Varans - Doubs - fr-25453;Le Chenit - Vaud - ch-5872;fr-25453;ch-5872;1.148189984
Pierrefontaine-les-Varans - Doubs - fr-25453;Yverdon-les-Bains - Vaud - ch-5938;fr-25453;ch-5938;0.619272429
Pierrefontaine-les-Varans - Doubs - fr-25453;Delémont - Jura - ch-6711;fr-25453;ch-6711;1.129844544
Pierrefontaine-les-Varans - Doubs - fr-25453;Porrentruy - Jura - ch-6800;fr-25453;ch-6800;1.019432881
Pierrefontaine-les-Varans - Doubs - fr-25453;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25453;ch-6421;5.698491874
Pierrefontaine-les-Varans - Doubs - fr-25453;Le Locle - Neuchâtel - ch-6436;fr-25453;ch-6436;3.666802231
Pierrefontaine-les-Varans - Doubs - fr-25453;Neuchâtel - Neuchâtel - ch-6458;fr-25453;ch-6458;2.346884915
Pierrefontaine-les-Varans - Doubs - fr-25453;Val-de-Ruz - Neuchâtel - ch-6487;fr-25453;ch-6487;0.596932209
Pierrefontaine-les-Varans - Doubs - fr-25453;Val-de-Travers - Neuchâtel - ch-6512;fr-25453;ch-6512;1.503472909
Plaimbois-du-Miroir - Doubs - fr-25456;Yverdon-les-Bains - Vaud - ch-5938;fr-25456;ch-5938;0.697563947
Plaimbois-du-Miroir - Doubs - fr-25456;Delémont - Jura - ch-6711;fr-25456;ch-6711;1.272685142
Plaimbois-du-Miroir - Doubs - fr-25456;Porrentruy - Jura - ch-6800;fr-25456;ch-6800;1.148314684
Plaimbois-du-Miroir - Doubs - fr-25456;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25456;ch-6421;6.418923714
Plaimbois-du-Miroir - Doubs - fr-25456;Le Locle - Neuchâtel - ch-6436;fr-25456;ch-6436;4.130377706
Plaimbois-du-Miroir - Doubs - fr-25456;Neuchâtel - Neuchâtel - ch-6458;fr-25456;ch-6458;2.643589842
Plaimbois-du-Miroir - Doubs - fr-25456;Val-de-Ruz - Neuchâtel - ch-6487;fr-25456;ch-6487;0.672399365
Plaimbois-du-Miroir - Doubs - fr-25456;Val-de-Travers - Neuchâtel - ch-6512;fr-25456;ch-6512;1.693549472
Les Plains-et-Grands-Essarts - Doubs - fr-25458;Delémont - Jura - ch-6711;fr-25458;ch-6711;0.831323745
Les Plains-et-Grands-Essarts - Doubs - fr-25458;Porrentruy - Jura - ch-6800;fr-25458;ch-6800;0.750084394
Les Plains-et-Grands-Essarts - Doubs - fr-25458;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25458;ch-6421;4.192870275
Les Plains-et-Grands-Essarts - Doubs - fr-25458;Le Locle - Neuchâtel - ch-6436;fr-25458;ch-6436;2.697981575
Les Plains-et-Grands-Essarts - Doubs - fr-25458;Neuchâtel - Neuchâtel - ch-6458;fr-25458;ch-6458;1.726804954
Les Plains-et-Grands-Essarts - Doubs - fr-25458;Val-de-Travers - Neuchâtel - ch-6512;fr-25458;ch-6512;1.106234247
La Planée - Doubs - fr-25459;Lausanne - Vaud - ch-5586;fr-25459;ch-5586;1.898142078
La Planée - Doubs - fr-25459;Le Chenit - Vaud - ch-5872;fr-25459;ch-5872;0.997187331
La Planée - Doubs - fr-25459;Nyon - Vaud - ch-5724;fr-25459;ch-5724;0.877579706
La Planée - Doubs - fr-25459;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25459;ch-6421;4.949062421
La Planée - Doubs - fr-25459;Le Locle - Neuchâtel - ch-6436;fr-25459;ch-6436;3.184567694
La Planée - Doubs - fr-25459;Neuchâtel - Neuchâtel - ch-6458;fr-25459;ch-6458;2.038237519
La Planée - Doubs - fr-25459;Val-de-Travers - Neuchâtel - ch-6512;fr-25459;ch-6512;1.305745702
Pontarlier - Doubs - fr-25462;Meyrin - Genève - ch-6630;fr-25462;ch-6630;0.977309009
Pontarlier - Doubs - fr-25462;Vernier - Genève - ch-6643;fr-25462;ch-6643;0.525032887
Pontarlier - Doubs - fr-25462;Aclens - Vaud - ch-5621;fr-25462;ch-5621;1.533815384
Pontarlier - Doubs - fr-25462;Aigle - Vaud - ch-5401;fr-25462;ch-5401;3.800111458
Pontarlier - Doubs - fr-25462;Allaman - Vaud - ch-5851;fr-25462;ch-5851;0.529402084
Pontarlier - Doubs - fr-25462;Arzier-Le Muids - Vaud - ch-5702;fr-25462;ch-5702;0.667192364
Pontarlier - Doubs - fr-25462;Assens - Vaud - ch-5511;fr-25462;ch-5511;1.206672942
Pontarlier - Doubs - fr-25462;Aubonne - Vaud - ch-5422;fr-25462;ch-5422;5.900507219
Pontarlier - Doubs - fr-25462;Avenches - Vaud - ch-5451;fr-25462;ch-5451;1.512363421
Pontarlier - Doubs - fr-25462;Ballaigues - Vaud - ch-5744;fr-25462;ch-5744;6.180852159
Pontarlier - Doubs - fr-25462;Bex - Vaud - ch-5402;fr-25462;ch-5402;0.750818719
Pontarlier - Doubs - fr-25462;Bursins - Vaud - ch-5853;fr-25462;ch-5853;0.681099838
Pontarlier - Doubs - fr-25462;Bussigny - Vaud - ch-5624;fr-25462;ch-5624;4.989681514
Pontarlier - Doubs - fr-25462;Champagne - Vaud - ch-5553;fr-25462;ch-5553;0.616743948
Pontarlier - Doubs - fr-25462;Champvent - Vaud - ch-5905;fr-25462;ch-5905;0.609846947
Pontarlier - Doubs - fr-25462;Chavannes-de-Bogis - Vaud - ch-5707;fr-25462;ch-5707;5.215682348
Pontarlier - Doubs - fr-25462;Chavornay - Vaud - ch-5749;fr-25462;ch-5749;1.720761962
Pontarlier - Doubs - fr-25462;Coppet - Vaud - ch-5712;fr-25462;ch-5712;1.803066008
Pontarlier - Doubs - fr-25462;Corsier-sur-Vevey - Vaud - ch-5884;fr-25462;ch-5884;1.670571651
Pontarlier - Doubs - fr-25462;Cossonay - Vaud - ch-5477;fr-25462;ch-5477;0.528018949
Pontarlier - Doubs - fr-25462;Crans (VD) - Vaud - ch-5713;fr-25462;ch-5713;0.635514416
Pontarlier - Doubs - fr-25462;Crassier - Vaud - ch-5714;fr-25462;ch-5714;0.62746993
Pontarlier - Doubs - fr-25462;Crissier - Vaud - ch-5583;fr-25462;ch-5583;9.416072362
Pontarlier - Doubs - fr-25462;Daillens - Vaud - ch-5480;fr-25462;ch-5480;0.812493114
Pontarlier - Doubs - fr-25462;Denges - Vaud - ch-5632;fr-25462;ch-5632;0.56694302
Pontarlier - Doubs - fr-25462;Duillier - Vaud - ch-5715;fr-25462;ch-5715;0.793338467
Pontarlier - Doubs - fr-25462;Echallens - Vaud - ch-5518;fr-25462;ch-5518;0.836626573
Pontarlier - Doubs - fr-25462;Echandens - Vaud - ch-5633;fr-25462;ch-5633;1.264131831
Pontarlier - Doubs - fr-25462;Eclépens - Vaud - ch-5482;fr-25462;ch-5482;1.98162512
Pontarlier - Doubs - fr-25462;Ecublens (VD) - Vaud - ch-5635;fr-25462;ch-5635;9.113228682
Pontarlier - Doubs - fr-25462;Epalinges - Vaud - ch-5584;fr-25462;ch-5584;1.269278225
Pontarlier - Doubs - fr-25462;Etoy - Vaud - ch-5636;fr-25462;ch-5636;3.540700676
Pontarlier - Doubs - fr-25462;Eysins - Vaud - ch-5716;fr-25462;ch-5716;4.979537007
Pontarlier - Doubs - fr-25462;Forel (Lavaux) - Vaud - ch-5604;fr-25462;ch-5604;0.498758149
Pontarlier - Doubs - fr-25462;Founex - Vaud - ch-5717;fr-25462;ch-5717;1.82169104
Pontarlier - Doubs - fr-25462;Genolier - Vaud - ch-5718;fr-25462;ch-5718;2.570022962
Pontarlier - Doubs - fr-25462;Gilly - Vaud - ch-5857;fr-25462;ch-5857;0.592610489
Pontarlier - Doubs - fr-25462;Gimel - Vaud - ch-5428;fr-25462;ch-5428;0.694716962
Pontarlier - Doubs - fr-25462;Gingins - Vaud - ch-5719;fr-25462;ch-5719;0.628422981
Pontarlier - Doubs - fr-25462;Gland - Vaud - ch-5721;fr-25462;ch-5721;11.21356
Pontarlier - Doubs - fr-25462;Grandson - Vaud - ch-5561;fr-25462;ch-5561;1.221242602
Pontarlier - Doubs - fr-25462;L'Abbaye - Vaud - ch-5871;fr-25462;ch-5871;2.436125069
Pontarlier - Doubs - fr-25462;La Tour-de-Peilz - Vaud - ch-5889;fr-25462;ch-5889;0.938523399
Pontarlier - Doubs - fr-25462;Lausanne - Vaud - ch-5586;fr-25462;ch-5586;68.58565022
Pontarlier - Doubs - fr-25462;Lavigny - Vaud - ch-5637;fr-25462;ch-5637;1.406251089
Pontarlier - Doubs - fr-25462;Le Chenit - Vaud - ch-5872;fr-25462;ch-5872;36.03141318
Pontarlier - Doubs - fr-25462;Le Lieu - Vaud - ch-5873;fr-25462;ch-5873;2.985651895
Pontarlier - Doubs - fr-25462;Le Mont-sur-Lausanne - Vaud - ch-5587;fr-25462;ch-5587;3.188641041
Pontarlier - Doubs - fr-25462;Lonay - Vaud - ch-5638;fr-25462;ch-5638;1.603534265
Pontarlier - Doubs - fr-25462;Lutry - Vaud - ch-5606;fr-25462;ch-5606;1.117903411
Pontarlier - Doubs - fr-25462;Mex (VD) - Vaud - ch-5489;fr-25462;ch-5489;1.236570878
Pontarlier - Doubs - fr-25462;Mies - Vaud - ch-5723;fr-25462;ch-5723;2.63138646
Pontarlier - Doubs - fr-25462;Mont-sur-Rolle - Vaud - ch-5859;fr-25462;ch-5859;0.857883851
Pontarlier - Doubs - fr-25462;Montreux - Vaud - ch-5886;fr-25462;ch-5886;6.20593376
Pontarlier - Doubs - fr-25462;Morges - Vaud - ch-5642;fr-25462;ch-5642;7.812400633
Pontarlier - Doubs - fr-25462;Noville - Vaud - ch-5408;fr-25462;ch-5408;0.684212225
Pontarlier - Doubs - fr-25462;Nyon - Vaud - ch-5724;fr-25462;ch-5724;31.70962569
Pontarlier - Doubs - fr-25462;Ollon - Vaud - ch-5409;fr-25462;ch-5409;0.906128857
Pontarlier - Doubs - fr-25462;Orbe - Vaud - ch-5757;fr-25462;ch-5757;8.201225557
Pontarlier - Doubs - fr-25462;Payerne - Vaud - ch-5822;fr-25462;ch-5822;0.829230114
Pontarlier - Doubs - fr-25462;Penthalaz - Vaud - ch-5495;fr-25462;ch-5495;0.903663959
Pontarlier - Doubs - fr-25462;Pompaples - Vaud - ch-5497;fr-25462;ch-5497;0.536797535
Pontarlier - Doubs - fr-25462;Prangins - Vaud - ch-5725;fr-25462;ch-5725;7.046007436
Pontarlier - Doubs - fr-25462;Prilly - Vaud - ch-5589;fr-25462;ch-5589;4.078168019
Pontarlier - Doubs - fr-25462;Préverenges - Vaud - ch-5643;fr-25462;ch-5643;0.967586655
Pontarlier - Doubs - fr-25462;Puidoux - Vaud - ch-5607;fr-25462;ch-5607;1.083324152
Pontarlier - Doubs - fr-25462;Pully - Vaud - ch-5590;fr-25462;ch-5590;1.655027041
Pontarlier - Doubs - fr-25462;Renens (VD) - Vaud - ch-5591;fr-25462;ch-5591;6.38162625
Pontarlier - Doubs - fr-25462;Rennaz - Vaud - ch-5412;fr-25462;ch-5412;2.945623897
Pontarlier - Doubs - fr-25462;Roche (VD) - Vaud - ch-5413;fr-25462;ch-5413;0.640877407
Pontarlier - Doubs - fr-25462;Rolle - Vaud - ch-5861;fr-25462;ch-5861;4.936859827
Pontarlier - Doubs - fr-25462;Romanel-sur-Lausanne - Vaud - ch-5592;fr-25462;ch-5592;1.420626314
Pontarlier - Doubs - fr-25462;Romanel-sur-Morges - Vaud - ch-5645;fr-25462;ch-5645;0.58874345
Pontarlier - Doubs - fr-25462;Saint-Cergue - Vaud - ch-5727;fr-25462;ch-5727;1.032159142
Pontarlier - Doubs - fr-25462;Saint-Prex - Vaud - ch-5646;fr-25462;ch-5646;4.530774484
Pontarlier - Doubs - fr-25462;Saint-Sulpice (VD) - Vaud - ch-5648;fr-25462;ch-5648;0.638777135
Pontarlier - Doubs - fr-25462;Sainte-Croix - Vaud - ch-5568;fr-25462;ch-5568;4.933209407
Pontarlier - Doubs - fr-25462;Savigny - Vaud - ch-5611;fr-25462;ch-5611;0.643558902
Pontarlier - Doubs - fr-25462;Signy-Avenex - Vaud - ch-5728;fr-25462;ch-5728;1.691634495
Pontarlier - Doubs - fr-25462;Tolochenaz - Vaud - ch-5649;fr-25462;ch-5649;2.725352405
Pontarlier - Doubs - fr-25462;Vallorbe - Vaud - ch-5764;fr-25462;ch-5764;4.970122424
Pontarlier - Doubs - fr-25462;Vevey - Vaud - ch-5890;fr-25462;ch-5890;4.341967093
Pontarlier - Doubs - fr-25462;Vich - Vaud - ch-5732;fr-25462;ch-5732;1.134272565
Pontarlier - Doubs - fr-25462;Villars-Sainte-Croix - Vaud - ch-5651;fr-25462;ch-5651;1.045014857
Pontarlier - Doubs - fr-25462;Villeneuve (VD) - Vaud - ch-5414;fr-25462;ch-5414;4.278135033
Pontarlier - Doubs - fr-25462;Vufflens-la-Ville - Vaud - ch-5503;fr-25462;ch-5503;0.600654976
Pontarlier - Doubs - fr-25462;Yverdon-les-Bains - Vaud - ch-5938;fr-25462;ch-5938;19.43342224
Pontarlier - Doubs - fr-25462;Le Noirmont - Jura - ch-6754;fr-25462;ch-6754;10.37143188
Pontarlier - Doubs - fr-25462;Les Bois - Jura - ch-6742;fr-25462;ch-6742;1.498026278
Pontarlier - Doubs - fr-25462;Les Breuleux - Jura - ch-6743;fr-25462;ch-6743;7.089275523
Pontarlier - Doubs - fr-25462;Muriaux - Jura - ch-6753;fr-25462;ch-6753;0.532730021
Pontarlier - Doubs - fr-25462;Saignelégier - Jura - ch-6757;fr-25462;ch-6757;4.284614409
Pontarlier - Doubs - fr-25462;Boudry - Neuchâtel - ch-6404;fr-25462;ch-6404;14.36774846
Pontarlier - Doubs - fr-25462;Cornaux - Neuchâtel - ch-6451;fr-25462;ch-6451;1.967915478
Pontarlier - Doubs - fr-25462;Cortaillod - Neuchâtel - ch-6408;fr-25462;ch-6408;2.660215102
Pontarlier - Doubs - fr-25462;Cressier (NE) - Neuchâtel - ch-6452;fr-25462;ch-6452;1.701235343
Pontarlier - Doubs - fr-25462;La Brévine - Neuchâtel - ch-6432;fr-25462;ch-6432;1.557420253
Pontarlier - Doubs - fr-25462;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25462;ch-6421;178.8246876
Pontarlier - Doubs - fr-25462;La Côte-aux-Fées - Neuchâtel - ch-6504;fr-25462;ch-6504;2.482753497
Pontarlier - Doubs - fr-25462;La Grande Béroche - Neuchâtel - ch-6417;fr-25462;ch-6417;5.645519374
Pontarlier - Doubs - fr-25462;La Sagne - Neuchâtel - ch-6423;fr-25462;ch-6423;2.225399746
Pontarlier - Doubs - fr-25462;Laténa - Neuchâtel - ch-6513;fr-25462;ch-6513;13.84761718
Pontarlier - Doubs - fr-25462;Le Cerneux-Péquignot - Neuchâtel - ch-6434;fr-25462;ch-6434;0.708081737
Pontarlier - Doubs - fr-25462;Le Landeron - Neuchâtel - ch-6455;fr-25462;ch-6455;1.4527699
Pontarlier - Doubs - fr-25462;Le Locle - Neuchâtel - ch-6436;fr-25462;ch-6436;115.068123
Pontarlier - Doubs - fr-25462;Les Ponts-de-Martel - Neuchâtel - ch-6437;fr-25462;ch-6437;2.767955883
Pontarlier - Doubs - fr-25462;Les Verrières - Neuchâtel - ch-6511;fr-25462;ch-6511;2.472718108
Pontarlier - Doubs - fr-25462;Milvignes - Neuchâtel - ch-6416;fr-25462;ch-6416;3.446964435
Pontarlier - Doubs - fr-25462;Neuchâtel - Neuchâtel - ch-6458;fr-25462;ch-6458;73.64772489
Pontarlier - Doubs - fr-25462;Val-de-Ruz - Neuchâtel - ch-6487;fr-25462;ch-6487;18.73236257
Pontarlier - Doubs - fr-25462;Val-de-Travers - Neuchâtel - ch-6512;fr-25462;ch-6512;47.18056623
Pont-de-Roide-Vermondans - Doubs - fr-25463;Boncourt - Jura - ch-6774;fr-25463;ch-6774;1.154598322
Pont-de-Roide-Vermondans - Doubs - fr-25463;Delémont - Jura - ch-6711;fr-25463;ch-6711;2.445497665
Pont-de-Roide-Vermondans - Doubs - fr-25463;Haute-Sorne - Jura - ch-6729;fr-25463;ch-6729;0.761500824
Pont-de-Roide-Vermondans - Doubs - fr-25463;Le Noirmont - Jura - ch-6754;fr-25463;ch-6754;0.715351903
Pont-de-Roide-Vermondans - Doubs - fr-25463;Porrentruy - Jura - ch-6800;fr-25463;ch-6800;2.20651659
Pont-de-Roide-Vermondans - Doubs - fr-25463;Boudry - Neuchâtel - ch-6404;fr-25463;ch-6404;0.990991054
Pont-de-Roide-Vermondans - Doubs - fr-25463;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25463;ch-6421;12.33412919
Pont-de-Roide-Vermondans - Doubs - fr-25463;Laténa - Neuchâtel - ch-6513;fr-25463;ch-6513;0.955115882
Pont-de-Roide-Vermondans - Doubs - fr-25463;Le Locle - Neuchâtel - ch-6436;fr-25463;ch-6436;7.936628398
Pont-de-Roide-Vermondans - Doubs - fr-25463;Neuchâtel - Neuchâtel - ch-6458;fr-25463;ch-6458;5.079726772
Pont-de-Roide-Vermondans - Doubs - fr-25463;Val-de-Ruz - Neuchâtel - ch-6487;fr-25463;ch-6487;1.292032901
Pont-de-Roide-Vermondans - Doubs - fr-25463;Val-de-Travers - Neuchâtel - ch-6512;fr-25463;ch-6512;3.254199445
Les Pontets - Doubs - fr-25464;Lausanne - Vaud - ch-5586;fr-25464;ch-5586;0.428359185
Les Pontets - Doubs - fr-25464;Le Locle - Neuchâtel - ch-6436;fr-25464;ch-6436;0.718670556
Les Pontets - Doubs - fr-25464;Neuchâtel - Neuchâtel - ch-6458;fr-25464;ch-6458;0.459974927
Rémondans-Vaivre - Doubs - fr-25485;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25485;ch-6421;2.197875547
Rémondans-Vaivre - Doubs - fr-25485;Le Locle - Neuchâtel - ch-6436;fr-25485;ch-6436;1.414264535
Rémondans-Vaivre - Doubs - fr-25485;Neuchâtel - Neuchâtel - ch-6458;fr-25485;ch-6458;0.905180016
Remoray-Boujeons - Doubs - fr-25486;Lausanne - Vaud - ch-5586;fr-25486;ch-5586;3.477726398
Remoray-Boujeons - Doubs - fr-25486;Le Chenit - Vaud - ch-5872;fr-25486;ch-5872;1.827020614
Remoray-Boujeons - Doubs - fr-25486;Nyon - Vaud - ch-5724;fr-25486;ch-5724;1.607878645
Remoray-Boujeons - Doubs - fr-25486;Yverdon-les-Bains - Vaud - ch-5938;fr-25486;ch-5938;0.98539746
Remoray-Boujeons - Doubs - fr-25486;Boudry - Neuchâtel - ch-6404;fr-25486;ch-6404;0.72853575
Remoray-Boujeons - Doubs - fr-25486;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25486;ch-6421;9.067543062
Remoray-Boujeons - Doubs - fr-25486;Laténa - Neuchâtel - ch-6513;fr-25486;ch-6513;0.702161803
Remoray-Boujeons - Doubs - fr-25486;Le Locle - Neuchâtel - ch-6436;fr-25486;ch-6436;5.834681854
Remoray-Boujeons - Doubs - fr-25486;Neuchâtel - Neuchâtel - ch-6458;fr-25486;ch-6458;3.734405611
Remoray-Boujeons - Doubs - fr-25486;Val-de-Ruz - Neuchâtel - ch-6487;fr-25486;ch-6487;0.9498493
Remoray-Boujeons - Doubs - fr-25486;Val-de-Travers - Neuchâtel - ch-6512;fr-25486;ch-6512;2.392353213
Reugney - Doubs - fr-25489;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25489;ch-6421;1.227941285
Reugney - Doubs - fr-25489;Le Locle - Neuchâtel - ch-6436;fr-25489;ch-6436;0.790142013
La Rivière-Drugeon - Doubs - fr-25493;Gland - Vaud - ch-5721;fr-25493;ch-5721;0.617019324
La Rivière-Drugeon - Doubs - fr-25493;Lausanne - Vaud - ch-5586;fr-25493;ch-5586;3.773883721
La Rivière-Drugeon - Doubs - fr-25493;Le Chenit - Vaud - ch-5872;fr-25493;ch-5872;1.982606612
La Rivière-Drugeon - Doubs - fr-25493;Nyon - Vaud - ch-5724;fr-25493;ch-5724;1.744802882
La Rivière-Drugeon - Doubs - fr-25493;Yverdon-les-Bains - Vaud - ch-5938;fr-25493;ch-5938;1.069312248
La Rivière-Drugeon - Doubs - fr-25493;Boudry - Neuchâtel - ch-6404;fr-25493;ch-6404;0.790576627
La Rivière-Drugeon - Doubs - fr-25493;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25493;ch-6421;9.839719758
La Rivière-Drugeon - Doubs - fr-25493;Le Locle - Neuchâtel - ch-6436;fr-25493;ch-6436;6.331553534
La Rivière-Drugeon - Doubs - fr-25493;Neuchâtel - Neuchâtel - ch-6458;fr-25493;ch-6458;4.052421303
La Rivière-Drugeon - Doubs - fr-25493;Val-de-Ruz - Neuchâtel - ch-6487;fr-25493;ch-6487;1.030736866
La Rivière-Drugeon - Doubs - fr-25493;Val-de-Travers - Neuchâtel - ch-6512;fr-25493;ch-6512;2.596081983
Rochejean - Doubs - fr-25494;Ballaigues - Vaud - ch-5744;fr-25494;ch-5744;0.615703151
Rochejean - Doubs - fr-25494;Crissier - Vaud - ch-5583;fr-25494;ch-5583;0.937978336
Rochejean - Doubs - fr-25494;Ecublens (VD) - Vaud - ch-5635;fr-25494;ch-5635;0.907810683
Rochejean - Doubs - fr-25494;Gland - Vaud - ch-5721;fr-25494;ch-5721;1.117034359
Rochejean - Doubs - fr-25494;Lausanne - Vaud - ch-5586;fr-25494;ch-5586;6.832132509
Rochejean - Doubs - fr-25494;Le Chenit - Vaud - ch-5872;fr-25494;ch-5872;3.58925502
Rochejean - Doubs - fr-25494;Montreux - Vaud - ch-5886;fr-25494;ch-5886;0.618201645
Rochejean - Doubs - fr-25494;Morges - Vaud - ch-5642;fr-25494;ch-5642;0.778229209
Rochejean - Doubs - fr-25494;Nyon - Vaud - ch-5724;fr-25494;ch-5724;3.158741862
Rochejean - Doubs - fr-25494;Orbe - Vaud - ch-5757;fr-25494;ch-5757;0.816961851
Rochejean - Doubs - fr-25494;Prangins - Vaud - ch-5725;fr-25494;ch-5725;0.701885253
Rochejean - Doubs - fr-25494;Renens (VD) - Vaud - ch-5591;fr-25494;ch-5591;0.635703183
Rochejean - Doubs - fr-25494;Yverdon-les-Bains - Vaud - ch-5938;fr-25494;ch-5938;1.935852695
Rochejean - Doubs - fr-25494;Boudry - Neuchâtel - ch-6404;fr-25494;ch-6404;1.431237599
Rochejean - Doubs - fr-25494;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25494;ch-6421;17.81355076
Rochejean - Doubs - fr-25494;Laténa - Neuchâtel - ch-6513;fr-25494;ch-6513;1.379424927
Rochejean - Doubs - fr-25494;Le Locle - Neuchâtel - ch-6436;fr-25494;ch-6436;11.46246571
Rochejean - Doubs - fr-25494;Neuchâtel - Neuchâtel - ch-6458;fr-25494;ch-6458;7.336389082
Rochejean - Doubs - fr-25494;Val-de-Ruz - Neuchâtel - ch-6487;fr-25494;ch-6487;1.866016913
Rochejean - Doubs - fr-25494;Val-de-Travers - Neuchâtel - ch-6512;fr-25494;ch-6512;4.699873506
Roches-lès-Blamont - Doubs - fr-25497;Delémont - Jura - ch-6711;fr-25497;ch-6711;1.155564384
Roches-lès-Blamont - Doubs - fr-25497;Porrentruy - Jura - ch-6800;fr-25497;ch-6800;1.042639305
Roches-lès-Blamont - Doubs - fr-25497;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25497;ch-6421;5.82821264
Roches-lès-Blamont - Doubs - fr-25497;Le Locle - Neuchâtel - ch-6436;fr-25497;ch-6436;3.750273508
Roches-lès-Blamont - Doubs - fr-25497;Neuchâtel - Neuchâtel - ch-6458;fr-25497;ch-6458;2.400309525
Rosureux - Doubs - fr-25504;La Chaux-de-Fonds - Neuchâtel - ch-6421;fr-25504;ch-6421;0.878125568
Le Russey - Doubs - fr-25512;Ballaigues - Vaud - ch-5744;fr-25512;ch-5744;1.598961782
Le Russey - Doubs - fr-25512;L'Abbaye - Vaud - ch-5871;fr-25512;ch-5871;0.630215831
Le Russey - Doubs - fr-25512;Le Lieu - Vaud - ch-5873;fr-25512;ch-5873;0.772376228
Le Russey - Doubs - fr-25512;Orbe - Vaud - ch-5757;fr-25512;ch-5757;2.121624316
