French_Muni;Swiss_Muni;local_admin_unit_id_from;local_admin_unit_id_to;nb_vehicles
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Lancy - Genève - ch-6628;fr-74101;ch-6628;5.032113101
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Le Grand-Saconnex - Genève - ch-6623;fr-74101;ch-6623;1.972942934
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Meyrin - Genève - ch-6630;fr-74101;ch-6630;11.17881258
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Onex - Genève - ch-6631;fr-74101;ch-6631;0.869291078
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Perly-Certoux - Genève - ch-6632;fr-74101;ch-6632;0.694028775
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Plan-les-Ouates - Genève - ch-6633;fr-74101;ch-6633;6.861808443
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Satigny - Genève - ch-6638;fr-74101;ch-6638;3.859761336
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Thônex - Genève - ch-6640;fr-74101;ch-6640;1.337069471
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Vernier - Genève - ch-6643;fr-74101;ch-6643;6.005515337
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Versoix - Genève - ch-6644;fr-74101;ch-6644;0.984568579
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Veyrier - Genève - ch-6645;fr-74101;ch-6645;0.72769399
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Lausanne - Vaud - ch-5586;fr-74101;ch-5586;2.822706323
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Nyon - Vaud - ch-5724;fr-74101;ch-5724;1.305039183
Dingy-en-Vuache - Savoie (Haute-) - fr-74101;Yverdon-les-Bains - Vaud - ch-5938;fr-74101;ch-5938;0.799800595
Dingy-Saint-Clair - Savoie (Haute-) - fr-74102;Carouge (GE) - Genève - ch-6608;fr-74102;ch-6608;2.582565331
Dingy-Saint-Clair - Savoie (Haute-) - fr-74102;Genève - Genève - ch-6621;fr-74102;ch-6621;9.234026935
Dingy-Saint-Clair - Savoie (Haute-) - fr-74102;Lancy - Genève - ch-6628;fr-74102;ch-6628;1.217913682
Dingy-Saint-Clair - Savoie (Haute-) - fr-74102;Meyrin - Genève - ch-6630;fr-74102;ch-6630;2.70558879
Dingy-Saint-Clair - Savoie (Haute-) - fr-74102;Plan-les-Ouates - Genève - ch-6633;fr-74102;ch-6633;1.6607517
Dingy-Saint-Clair - Savoie (Haute-) - fr-74102;Satigny - Genève - ch-6638;fr-74102;ch-6638;0.9341714
Dingy-Saint-Clair - Savoie (Haute-) - fr-74102;Vernier - Genève - ch-6643;fr-74102;ch-6643;1.453504552
Dingy-Saint-Clair - Savoie (Haute-) - fr-74102;Lausanne - Vaud - ch-5586;fr-74102;ch-5586;0.683174759
Domancy - Savoie (Haute-) - fr-74103;Carouge (GE) - Genève - ch-6608;fr-74103;ch-6608;1.598498514
Domancy - Savoie (Haute-) - fr-74103;Genève - Genève - ch-6621;fr-74103;ch-6621;5.715471416
Domancy - Savoie (Haute-) - fr-74103;Lancy - Genève - ch-6628;fr-74103;ch-6628;0.753836965
Domancy - Savoie (Haute-) - fr-74103;Meyrin - Genève - ch-6630;fr-74103;ch-6630;1.674644822
Domancy - Savoie (Haute-) - fr-74103;Plan-les-Ouates - Genève - ch-6633;fr-74103;ch-6633;1.027934934
Domancy - Savoie (Haute-) - fr-74103;Vernier - Genève - ch-6643;fr-74103;ch-6643;0.899657731
Doussard - Savoie (Haute-) - fr-74104;Carouge (GE) - Genève - ch-6608;fr-74104;ch-6608;1.614681288
Doussard - Savoie (Haute-) - fr-74104;Genève - Genève - ch-6621;fr-74104;ch-6621;5.773333331
Doussard - Savoie (Haute-) - fr-74104;Lancy - Genève - ch-6628;fr-74104;ch-6628;0.76146861
Doussard - Savoie (Haute-) - fr-74104;Meyrin - Genève - ch-6630;fr-74104;ch-6630;1.691598481
Doussard - Savoie (Haute-) - fr-74104;Plan-les-Ouates - Genève - ch-6633;fr-74104;ch-6633;1.038341475
Doussard - Savoie (Haute-) - fr-74104;Vernier - Genève - ch-6643;fr-74104;ch-6643;0.908765627
Douvaine - Savoie (Haute-) - fr-74105;Aire-la-Ville - Genève - ch-6601;fr-74105;ch-6601;0.691910142
Douvaine - Savoie (Haute-) - fr-74105;Anières - Genève - ch-6602;fr-74105;ch-6602;0.920435351
Douvaine - Savoie (Haute-) - fr-74105;Bardonnex - Genève - ch-6605;fr-74105;ch-6605;2.402200005
Douvaine - Savoie (Haute-) - fr-74105;Bellevue - Genève - ch-6606;fr-74105;ch-6606;3.237572372
Douvaine - Savoie (Haute-) - fr-74105;Bernex - Genève - ch-6607;fr-74105;ch-6607;4.436797044
Douvaine - Savoie (Haute-) - fr-74105;Carouge (GE) - Genève - ch-6608;fr-74105;ch-6608;68.05755764
Douvaine - Savoie (Haute-) - fr-74105;Cartigny - Genève - ch-6609;fr-74105;ch-6609;0.704036564
Douvaine - Savoie (Haute-) - fr-74105;Chêne-Bougeries - Genève - ch-6612;fr-74105;ch-6612;7.804698949
Douvaine - Savoie (Haute-) - fr-74105;Chêne-Bourg - Genève - ch-6613;fr-74105;ch-6613;7.545751779
Douvaine - Savoie (Haute-) - fr-74105;Collonge-Bellerive - Genève - ch-6616;fr-74105;ch-6616;11.19103586
Douvaine - Savoie (Haute-) - fr-74105;Cologny - Genève - ch-6617;fr-74105;ch-6617;4.405921186
Douvaine - Savoie (Haute-) - fr-74105;Confignon - Genève - ch-6618;fr-74105;ch-6618;1.960465316
Douvaine - Savoie (Haute-) - fr-74105;Dardagny - Genève - ch-6620;fr-74105;ch-6620;0.708432886
Douvaine - Savoie (Haute-) - fr-74105;Genthod - Genève - ch-6622;fr-74105;ch-6622;1.458467686
Douvaine - Savoie (Haute-) - fr-74105;Genève - Genève - ch-6621;fr-74105;ch-6621;243.3414995
Douvaine - Savoie (Haute-) - fr-74105;Jussy - Genève - ch-6626;fr-74105;ch-6626;0.725062432
Douvaine - Savoie (Haute-) - fr-74105;Lancy - Genève - ch-6628;fr-74105;ch-6628;32.09530835
Douvaine - Savoie (Haute-) - fr-74105;Le Grand-Saconnex - Genève - ch-6623;fr-74105;ch-6623;12.58362254
Douvaine - Savoie (Haute-) - fr-74105;Meinier - Genève - ch-6629;fr-74105;ch-6629;1.896605162
Douvaine - Savoie (Haute-) - fr-74105;Meyrin - Genève - ch-6630;fr-74105;ch-6630;71.29955737
Douvaine - Savoie (Haute-) - fr-74105;Onex - Genève - ch-6631;fr-74105;ch-6631;5.544423315
Douvaine - Savoie (Haute-) - fr-74105;Perly-Certoux - Genève - ch-6632;fr-74105;ch-6632;4.426583247
Douvaine - Savoie (Haute-) - fr-74105;Plan-les-Ouates - Genève - ch-6633;fr-74105;ch-6633;43.76528377
Douvaine - Savoie (Haute-) - fr-74105;Pregny-Chambésy - Genève - ch-6634;fr-74105;ch-6634;0.892276624
Douvaine - Savoie (Haute-) - fr-74105;Puplinge - Genève - ch-6636;fr-74105;ch-6636;0.564551984
Douvaine - Savoie (Haute-) - fr-74105;Satigny - Genève - ch-6638;fr-74105;ch-6638;24.6179344
Douvaine - Savoie (Haute-) - fr-74105;Thônex - Genève - ch-6640;fr-74105;ch-6640;8.527959545
Douvaine - Savoie (Haute-) - fr-74105;Troinex - Genève - ch-6641;fr-74105;ch-6641;1.102187048
Douvaine - Savoie (Haute-) - fr-74105;Vandoeuvres - Genève - ch-6642;fr-74105;ch-6642;1.249005923
Douvaine - Savoie (Haute-) - fr-74105;Vernier - Genève - ch-6643;fr-74105;ch-6643;38.30376279
Douvaine - Savoie (Haute-) - fr-74105;Versoix - Genève - ch-6644;fr-74105;ch-6644;6.279674462
Douvaine - Savoie (Haute-) - fr-74105;Veyrier - Genève - ch-6645;fr-74105;ch-6645;4.641303271
Douvaine - Savoie (Haute-) - fr-74105;Aigle - Vaud - ch-5401;fr-74105;ch-5401;0.997516135
Douvaine - Savoie (Haute-) - fr-74105;Aubonne - Vaud - ch-5422;fr-74105;ch-5422;1.54886277
Douvaine - Savoie (Haute-) - fr-74105;Ballaigues - Vaud - ch-5744;fr-74105;ch-5744;1.622452348
Douvaine - Savoie (Haute-) - fr-74105;Bussigny - Vaud - ch-5624;fr-74105;ch-5624;1.309774168
Douvaine - Savoie (Haute-) - fr-74105;Chavannes-de-Bogis - Vaud - ch-5707;fr-74105;ch-5707;1.369098606
Douvaine - Savoie (Haute-) - fr-74105;Crissier - Vaud - ch-5583;fr-74105;ch-5583;2.47168648
Douvaine - Savoie (Haute-) - fr-74105;Eclépens - Vaud - ch-5482;fr-74105;ch-5482;0.520169751
Douvaine - Savoie (Haute-) - fr-74105;Ecublens (VD) - Vaud - ch-5635;fr-74105;ch-5635;2.39219106
Douvaine - Savoie (Haute-) - fr-74105;Etoy - Vaud - ch-5636;fr-74105;ch-5636;0.929421701
Douvaine - Savoie (Haute-) - fr-74105;Eysins - Vaud - ch-5716;fr-74105;ch-5716;1.307111269
Douvaine - Savoie (Haute-) - fr-74105;Genolier - Vaud - ch-5718;fr-74105;ch-5718;0.674622153
Douvaine - Savoie (Haute-) - fr-74105;Gland - Vaud - ch-5721;fr-74105;ch-5721;2.943520779
Douvaine - Savoie (Haute-) - fr-74105;L'Abbaye - Vaud - ch-5871;fr-74105;ch-5871;0.639474418
Douvaine - Savoie (Haute-) - fr-74105;Lausanne - Vaud - ch-5586;fr-74105;ch-5586;18.00349635
Douvaine - Savoie (Haute-) - fr-74105;Le Chenit - Vaud - ch-5872;fr-74105;ch-5872;9.458121538
Douvaine - Savoie (Haute-) - fr-74105;Le Mont-sur-Lausanne - Vaud - ch-5587;fr-74105;ch-5587;0.837007263
Douvaine - Savoie (Haute-) - fr-74105;Mies - Vaud - ch-5723;fr-74105;ch-5723;0.690729859
Douvaine - Savoie (Haute-) - fr-74105;Montreux - Vaud - ch-5886;fr-74105;ch-5886;1.629036182
Douvaine - Savoie (Haute-) - fr-74105;Morges - Vaud - ch-5642;fr-74105;ch-5642;2.050728189
Douvaine - Savoie (Haute-) - fr-74105;Nyon - Vaud - ch-5724;fr-74105;ch-5724;8.323667245
Douvaine - Savoie (Haute-) - fr-74105;Orbe - Vaud - ch-5757;fr-74105;ch-5757;2.152793389
Douvaine - Savoie (Haute-) - fr-74105;Prangins - Vaud - ch-5725;fr-74105;ch-5725;1.849552621
Douvaine - Savoie (Haute-) - fr-74105;Prilly - Vaud - ch-5589;fr-74105;ch-5589;1.070505022
Douvaine - Savoie (Haute-) - fr-74105;Renens (VD) - Vaud - ch-5591;fr-74105;ch-5591;1.675154854
Douvaine - Savoie (Haute-) - fr-74105;Rennaz - Vaud - ch-5412;fr-74105;ch-5412;0.773216101
Douvaine - Savoie (Haute-) - fr-74105;Rolle - Vaud - ch-5861;fr-74105;ch-5861;1.295908657
Douvaine - Savoie (Haute-) - fr-74105;Saint-Prex - Vaud - ch-5646;fr-74105;ch-5646;1.189312657
Douvaine - Savoie (Haute-) - fr-74105;Tolochenaz - Vaud - ch-5649;fr-74105;ch-5649;0.715395595
Douvaine - Savoie (Haute-) - fr-74105;Vallorbe - Vaud - ch-5764;fr-74105;ch-5764;1.304639974
Douvaine - Savoie (Haute-) - fr-74105;Vevey - Vaud - ch-5890;fr-74105;ch-5890;1.139751369
Douvaine - Savoie (Haute-) - fr-74105;Villeneuve (VD) - Vaud - ch-5414;fr-74105;ch-5414;1.122995673
Douvaine - Savoie (Haute-) - fr-74105;Yverdon-les-Bains - Vaud - ch-5938;fr-74105;ch-5938;5.101206232
Douvaine - Savoie (Haute-) - fr-74105;Martigny - Valais - ch-6136;fr-74105;ch-6136;0.998788042
Douvaine - Savoie (Haute-) - fr-74105;Monthey - Valais - ch-6153;fr-74105;ch-6153;2.098955679
Douvaine - Savoie (Haute-) - fr-74105;Port-Valais - Valais - ch-6154;fr-74105;ch-6154;0.542963035
Douvaine - Savoie (Haute-) - fr-74105;Vouvry - Valais - ch-6159;fr-74105;ch-6159;0.77205463
Draillant - Savoie (Haute-) - fr-74106;Carouge (GE) - Genève - ch-6608;fr-74106;ch-6608;5.614960423
Draillant - Savoie (Haute-) - fr-74106;Chêne-Bougeries - Genève - ch-6612;fr-74106;ch-6612;0.643911966
Draillant - Savoie (Haute-) - fr-74106;Chêne-Bourg - Genève - ch-6613;fr-74106;ch-6613;0.622548018
Draillant - Savoie (Haute-) - fr-74106;Collonge-Bellerive - Genève - ch-6616;fr-74106;ch-6616;0.923295305
Draillant - Savoie (Haute-) - fr-74106;Genève - Genève - ch-6621;fr-74106;ch-6621;20.07643143
Draillant - Savoie (Haute-) - fr-74106;Lancy - Genève - ch-6628;fr-74106;ch-6628;2.647962877
Draillant - Savoie (Haute-) - fr-74106;Le Grand-Saconnex - Genève - ch-6623;fr-74106;ch-6623;1.038188042
Draillant - Savoie (Haute-) - fr-74106;Meyrin - Genève - ch-6630;fr-74106;ch-6630;5.882435495
Draillant - Savoie (Haute-) - fr-74106;Plan-les-Ouates - Genève - ch-6633;fr-74106;ch-6633;3.610772187
Draillant - Savoie (Haute-) - fr-74106;Satigny - Genève - ch-6638;fr-74106;ch-6638;2.031056243
Draillant - Savoie (Haute-) - fr-74106;Thônex - Genève - ch-6640;fr-74106;ch-6640;0.703583217
Draillant - Savoie (Haute-) - fr-74106;Vernier - Genève - ch-6643;fr-74106;ch-6643;3.1601797
Draillant - Savoie (Haute-) - fr-74106;Nyon - Vaud - ch-5724;fr-74106;ch-5724;0.686728466
Droisy - Savoie (Haute-) - fr-74107;Carouge (GE) - Genève - ch-6608;fr-74107;ch-6608;0.651061278
Droisy - Savoie (Haute-) - fr-74107;Genève - Genève - ch-6621;fr-74107;ch-6621;2.327885883
Droisy - Savoie (Haute-) - fr-74107;Meyrin - Genève - ch-6630;fr-74107;ch-6630;0.682075328
Duingt - Savoie (Haute-) - fr-74108;Carouge (GE) - Genève - ch-6608;fr-74108;ch-6608;1.188278021
Duingt - Savoie (Haute-) - fr-74108;Genève - Genève - ch-6621;fr-74108;ch-6621;4.248717784
Duingt - Savoie (Haute-) - fr-74108;Lancy - Genève - ch-6628;fr-74108;ch-6628;0.560380813
Duingt - Savoie (Haute-) - fr-74108;Meyrin - Genève - ch-6630;fr-74108;ch-6630;1.244883006
Duingt - Savoie (Haute-) - fr-74108;Plan-les-Ouates - Genève - ch-6633;fr-74108;ch-6633;0.764137395
Duingt - Savoie (Haute-) - fr-74108;Vernier - Genève - ch-6643;fr-74108;ch-6643;0.668779795
Éloise - Savoie (Haute-) - fr-74109;Carouge (GE) - Genève - ch-6608;fr-74109;ch-6608;8.219205535
Éloise - Savoie (Haute-) - fr-74109;Chêne-Bougeries - Genève - ch-6612;fr-74109;ch-6612;0.94256137
Éloise - Savoie (Haute-) - fr-74109;Chêne-Bourg - Genève - ch-6613;fr-74109;ch-6613;0.911288723
Éloise - Savoie (Haute-) - fr-74109;Collonge-Bellerive - Genève - ch-6616;fr-74109;ch-6616;1.351524019
Éloise - Savoie (Haute-) - fr-74109;Genève - Genève - ch-6621;fr-74109;ch-6621;29.38797496
Éloise - Savoie (Haute-) - fr-74109;Lancy - Genève - ch-6628;fr-74109;ch-6628;3.876100542
Éloise - Savoie (Haute-) - fr-74109;Le Grand-Saconnex - Genève - ch-6623;fr-74109;ch-6623;1.51970455
Éloise - Savoie (Haute-) - fr-74109;Meyrin - Genève - ch-6630;fr-74109;ch-6630;8.610736807
Éloise - Savoie (Haute-) - fr-74109;Onex - Genève - ch-6631;fr-74109;ch-6631;0.669591393
Éloise - Savoie (Haute-) - fr-74109;Plan-les-Ouates - Genève - ch-6633;fr-74109;ch-6633;5.285465348
Éloise - Savoie (Haute-) - fr-74109;Satigny - Genève - ch-6638;fr-74109;ch-6638;2.973069703
Éloise - Savoie (Haute-) - fr-74109;Thônex - Genève - ch-6640;fr-74109;ch-6640;1.029908429
Éloise - Savoie (Haute-) - fr-74109;Vernier - Genève - ch-6643;fr-74109;ch-6643;4.625885941
Éloise - Savoie (Haute-) - fr-74109;Versoix - Genève - ch-6644;fr-74109;ch-6644;0.758386532
Éloise - Savoie (Haute-) - fr-74109;Lausanne - Vaud - ch-5586;fr-74109;ch-5586;2.174254292
Éloise - Savoie (Haute-) - fr-74109;Le Chenit - Vaud - ch-5872;fr-74109;ch-5872;1.142242649
Éloise - Savoie (Haute-) - fr-74109;Nyon - Vaud - ch-5724;fr-74109;ch-5724;1.005236366
Éloise - Savoie (Haute-) - fr-74109;Yverdon-les-Bains - Vaud - ch-5938;fr-74109;ch-5938;0.616064754
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Bardonnex - Genève - ch-6605;fr-74112;ch-6605;1.102536816
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Bellevue - Genève - ch-6606;fr-74112;ch-6606;1.485947351
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Bernex - Genève - ch-6607;fr-74112;ch-6607;2.036355039
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Carouge (GE) - Genève - ch-6608;fr-74112;ch-6608;31.23635116
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Chêne-Bougeries - Genève - ch-6612;fr-74112;ch-6612;3.582119687
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Chêne-Bourg - Genève - ch-6613;fr-74112;ch-6613;3.463270803
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Collonge-Bellerive - Genève - ch-6616;fr-74112;ch-6616;5.136345439
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Cologny - Genève - ch-6617;fr-74112;ch-6617;2.022183959
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Confignon - Genève - ch-6618;fr-74112;ch-6618;0.899794015
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Genthod - Genève - ch-6622;fr-74112;ch-6622;0.669392355
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Genève - Genève - ch-6621;fr-74112;ch-6621;111.6863548
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Lancy - Genève - ch-6628;fr-74112;ch-6628;14.73077138
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Le Grand-Saconnex - Genève - ch-6623;fr-74112;ch-6623;5.775500415
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Meinier - Genève - ch-6629;fr-74112;ch-6629;0.870484145
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Meyrin - Genève - ch-6630;fr-74112;ch-6630;32.72433053
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Onex - Genève - ch-6631;fr-74112;ch-6631;2.544721845
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Perly-Certoux - Genève - ch-6632;fr-74112;ch-6632;2.031667217
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Plan-les-Ouates - Genève - ch-6633;fr-74112;ch-6633;20.08693553
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Satigny - Genève - ch-6638;fr-74112;ch-6638;11.29888392
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Thônex - Genève - ch-6640;fr-74112;ch-6640;3.914074325
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Vernier - Genève - ch-6643;fr-74112;ch-6643;17.58026333
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Versoix - Genève - ch-6644;fr-74112;ch-6644;2.882179782
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Veyrier - Genève - ch-6645;fr-74112;ch-6645;2.130217184
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Aubonne - Vaud - ch-5422;fr-74112;ch-5422;0.710880952
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Ballaigues - Vaud - ch-5744;fr-74112;ch-5744;0.744656333
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Bussigny - Vaud - ch-5624;fr-74112;ch-5624;0.601146548
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Chavannes-de-Bogis - Vaud - ch-5707;fr-74112;ch-5707;0.628374663
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Crissier - Vaud - ch-5583;fr-74112;ch-5583;1.134428997
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Ecublens (VD) - Vaud - ch-5635;fr-74112;ch-5635;1.097943014
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Eysins - Vaud - ch-5716;fr-74112;ch-5716;0.599924359
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Gland - Vaud - ch-5721;fr-74112;ch-5721;1.350986604
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Lausanne - Vaud - ch-5586;fr-74112;ch-5586;8.263057822
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Le Chenit - Vaud - ch-5872;fr-74112;ch-5872;4.340990419
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Morges - Vaud - ch-5642;fr-74112;ch-5642;0.941221931
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Nyon - Vaud - ch-5724;fr-74112;ch-5724;3.820310367
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Orbe - Vaud - ch-5757;fr-74112;ch-5757;0.988066757
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Prangins - Vaud - ch-5725;fr-74112;ch-5725;0.848888458
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Renens (VD) - Vaud - ch-5591;fr-74112;ch-5591;0.768845182
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Rolle - Vaud - ch-5861;fr-74112;ch-5861;0.5947827
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Vallorbe - Vaud - ch-5764;fr-74112;ch-5764;0.598790109
Epagny Metz-Tessy - Savoie (Haute-) - fr-74112;Yverdon-les-Bains - Vaud - ch-5938;fr-74112;ch-5938;2.34129867
Essert-Romand - Savoie (Haute-) - fr-74114;Genève - Genève - ch-6621;fr-74114;ch-6621;1.322558065
Etaux - Savoie (Haute-) - fr-74116;Bellevue - Genève - ch-6606;fr-74116;ch-6606;0.71443856
Etaux - Savoie (Haute-) - fr-74116;Bernex - Genève - ch-6607;fr-74116;ch-6607;0.979072751
Etaux - Savoie (Haute-) - fr-74116;Carouge (GE) - Genève - ch-6608;fr-74116;ch-6608;15.01833407
Etaux - Savoie (Haute-) - fr-74116;Chêne-Bougeries - Genève - ch-6612;fr-74116;ch-6612;1.722271268
Etaux - Savoie (Haute-) - fr-74116;Chêne-Bourg - Genève - ch-6613;fr-74116;ch-6613;1.665129119
Etaux - Savoie (Haute-) - fr-74116;Collonge-Bellerive - Genève - ch-6616;fr-74116;ch-6616;2.469537857
Etaux - Savoie (Haute-) - fr-74116;Cologny - Genève - ch-6617;fr-74116;ch-6617;0.972259343
Etaux - Savoie (Haute-) - fr-74116;Genève - Genève - ch-6621;fr-74116;ch-6621;53.69842908
Etaux - Savoie (Haute-) - fr-74116;Lancy - Genève - ch-6628;fr-74116;ch-6628;7.082506037
Etaux - Savoie (Haute-) - fr-74116;Le Grand-Saconnex - Genève - ch-6623;fr-74116;ch-6623;2.77684145
Etaux - Savoie (Haute-) - fr-74116;Meyrin - Genève - ch-6630;fr-74116;ch-6630;15.73374962
Etaux - Savoie (Haute-) - fr-74116;Onex - Genève - ch-6631;fr-74116;ch-6631;1.223493826
Etaux - Savoie (Haute-) - fr-74116;Perly-Certoux - Genève - ch-6632;fr-74116;ch-6632;0.976818862
Etaux - Savoie (Haute-) - fr-74116;Plan-les-Ouates - Genève - ch-6633;fr-74116;ch-6633;9.657731999
Etaux - Savoie (Haute-) - fr-74116;Satigny - Genève - ch-6638;fr-74116;ch-6638;5.432465926
Etaux - Savoie (Haute-) - fr-74116;Thônex - Genève - ch-6640;fr-74116;ch-6640;1.881873958
Etaux - Savoie (Haute-) - fr-74116;Vernier - Genève - ch-6643;fr-74116;ch-6643;8.45253232
Etaux - Savoie (Haute-) - fr-74116;Versoix - Genève - ch-6644;fr-74116;ch-6644;1.385742483
Etaux - Savoie (Haute-) - fr-74116;Veyrier - Genève - ch-6645;fr-74116;ch-6645;1.024201359
Etaux - Savoie (Haute-) - fr-74116;Gland - Vaud - ch-5721;fr-74116;ch-5721;0.64954988
Etaux - Savoie (Haute-) - fr-74116;Lausanne - Vaud - ch-5586;fr-74116;ch-5586;3.972850803
Etaux - Savoie (Haute-) - fr-74116;Le Chenit - Vaud - ch-5872;fr-74116;ch-5872;2.0871338
Etaux - Savoie (Haute-) - fr-74116;Nyon - Vaud - ch-5724;fr-74116;ch-5724;1.836792557
Etaux - Savoie (Haute-) - fr-74116;Yverdon-les-Bains - Vaud - ch-5938;fr-74116;ch-5938;1.125688637
Étercy - Savoie (Haute-) - fr-74117;Carouge (GE) - Genève - ch-6608;fr-74117;ch-6608;2.167772563
Étercy - Savoie (Haute-) - fr-74117;Genève - Genève - ch-6621;fr-74117;ch-6621;7.750925016
Étercy - Savoie (Haute-) - fr-74117;Lancy - Genève - ch-6628;fr-74117;ch-6628;1.022301288
Étercy - Savoie (Haute-) - fr-74117;Meyrin - Genève - ch-6630;fr-74117;ch-6630;2.271036892
Étercy - Savoie (Haute-) - fr-74117;Plan-les-Ouates - Genève - ch-6633;fr-74117;ch-6633;1.3940139
Étercy - Savoie (Haute-) - fr-74117;Satigny - Genève - ch-6638;fr-74117;ch-6638;0.784131617
Étercy - Savoie (Haute-) - fr-74117;Vernier - Genève - ch-6643;fr-74117;ch-6643;1.220053274
Étrembières - Savoie (Haute-) - fr-74118;Bardonnex - Genève - ch-6605;fr-74118;ch-6605;0.859384672
Étrembières - Savoie (Haute-) - fr-74118;Bellevue - Genève - ch-6606;fr-74118;ch-6606;1.158238309
Étrembières - Savoie (Haute-) - fr-74118;Bernex - Genève - ch-6607;fr-74118;ch-6607;1.587259747
Étrembières - Savoie (Haute-) - fr-74118;Carouge (GE) - Genève - ch-6608;fr-74118;ch-6608;24.34752382
Étrembières - Savoie (Haute-) - fr-74118;Chêne-Bougeries - Genève - ch-6612;fr-74118;ch-6612;2.792123317
Étrembières - Savoie (Haute-) - fr-74118;Chêne-Bourg - Genève - ch-6613;fr-74118;ch-6613;2.699485223
Étrembières - Savoie (Haute-) - fr-74118;Collonge-Bellerive - Genève - ch-6616;fr-74118;ch-6616;4.00358199
Étrembières - Savoie (Haute-) - fr-74118;Cologny - Genève - ch-6617;fr-74118;ch-6617;1.576213939
Étrembières - Savoie (Haute-) - fr-74118;Confignon - Genève - ch-6618;fr-74118;ch-6618;0.701354525
Étrembières - Savoie (Haute-) - fr-74118;Genthod - Genève - ch-6622;fr-74118;ch-6622;0.52176537
Étrembières - Savoie (Haute-) - fr-74118;Genève - Genève - ch-6621;fr-74118;ch-6621;87.05518037
Étrembières - Savoie (Haute-) - fr-74118;Lancy - Genève - ch-6628;fr-74118;ch-6628;11.48206476
Étrembières - Savoie (Haute-) - fr-74118;Le Grand-Saconnex - Genève - ch-6623;fr-74118;ch-6623;4.501778495
Étrembières - Savoie (Haute-) - fr-74118;Meinier - Genève - ch-6629;fr-74118;ch-6629;0.678508618
Étrembières - Savoie (Haute-) - fr-74118;Meyrin - Genève - ch-6630;fr-74118;ch-6630;25.50734601
Étrembières - Savoie (Haute-) - fr-74118;Onex - Genève - ch-6631;fr-74118;ch-6631;1.983511948
Étrembières - Savoie (Haute-) - fr-74118;Perly-Certoux - Genève - ch-6632;fr-74118;ch-6632;1.583605771
Étrembières - Savoie (Haute-) - fr-74118;Plan-les-Ouates - Genève - ch-6633;fr-74118;ch-6633;15.65698691
Étrembières - Savoie (Haute-) - fr-74118;Satigny - Genève - ch-6638;fr-74118;ch-6638;8.807041642
